businessunit	facility	latitude	longitude	timezone	_machinecount	_atmcount	_servercount	_workstationcount	_ip_min	_ip_max	_ip_min_atms	_ip_max_atms	_ip_min_servers	_ip_max_servers	_ip_min_workstations	_ip_max_workstations
region-2	branch192	26.59851	-142.1705	-9	98	10	40	48	172.13.135.2	172.13.137.11	172.13.137.2	172.13.137.11	172.13.135.2	172.13.135.41	172.13.136.2	172.13.136.49
region-2	branch193	25.681526	-153.84964	-10	95	9	38	48	172.13.138.2	172.13.140.10	172.13.140.2	172.13.140.10	172.13.138.2	172.13.138.39	172.13.139.2	172.13.139.49
region-2	branch194	21.88205	-144.72856	-9	101	10	40	51	172.13.141.2	172.13.143.11	172.13.143.2	172.13.143.11	172.13.141.2	172.13.141.41	172.13.142.2	172.13.142.52
region-2	branch195	17.271029	-154.58263	-10	98	9	41	48	172.13.144.2	172.13.146.10	172.13.146.2	172.13.146.10	172.13.144.2	172.13.144.42	172.13.145.2	172.13.145.49
region-2	branch196	28.078886	-152.93059	-10	100	9	41	50	172.13.147.2	172.13.149.10	172.13.149.2	172.13.149.10	172.13.147.2	172.13.147.42	172.13.148.2	172.13.148.51
region-2	branch197	27.683079	-144.4468	-9	101	10	40	51	172.13.150.2	172.13.152.11	172.13.152.2	172.13.152.11	172.13.150.2	172.13.150.41	172.13.151.2	172.13.151.52
region-2	branch198	19.96198	-149.2355	-9	96	9	39	48	172.13.153.2	172.13.155.10	172.13.155.2	172.13.155.10	172.13.153.2	172.13.153.40	172.13.154.2	172.13.154.49
region-2	branch199	26.974329	-145.56523	-9	98	9	40	49	172.13.156.2	172.13.158.10	172.13.158.2	172.13.158.10	172.13.156.2	172.13.156.41	172.13.157.2	172.13.157.50
region-2	branch200	17.251436	-148.38272	-9	97	10	39	48	172.13.159.2	172.13.161.11	172.13.161.2	172.13.161.11	172.13.159.2	172.13.159.40	172.13.160.2	172.13.160.49
region-3	branch1	-3.3713021	-104.71876	-6	97	9	40	48	172.13.162.2	172.13.164.10	172.13.164.2	172.13.164.10	172.13.162.2	172.13.162.41	172.13.163.2	172.13.163.49
region-3	branch2	-11.812527	-110.74823	-7	99	10	41	48	172.13.165.2	172.13.167.11	172.13.167.2	172.13.167.11	172.13.165.2	172.13.165.42	172.13.166.2	172.13.166.49
region-3	branch3	-5.464573	-113.08388	-7	98	9	39	50	172.13.168.2	172.13.170.10	172.13.170.2	172.13.170.10	172.13.168.2	172.13.168.40	172.13.169.2	172.13.169.51
region-3	branch4	-9.602661	-108.961	-7	100	10	40	50	172.13.171.2	172.13.173.11	172.13.173.2	172.13.173.11	172.13.171.2	172.13.171.41	172.13.172.2	172.13.172.51
region-3	branch5	-5.929214	-110.48541	-7	99	10	40	49	172.13.174.2	172.13.176.11	172.13.176.2	172.13.176.11	172.13.174.2	172.13.174.41	172.13.175.2	172.13.175.50
region-3	branch6	-11.120642	-105.184784	-7	98	9	41	48	172.13.177.2	172.13.179.10	172.13.179.2	172.13.179.10	172.13.177.2	172.13.177.42	172.13.178.2	172.13.178.49
region-3	branch7	-5.404388	-111.52228	-7	98	10	38	50	172.13.180.2	172.13.182.11	172.13.182.2	172.13.182.11	172.13.180.2	172.13.180.39	172.13.181.2	172.13.181.51
region-3	branch8	-12.211625	-109.77124	-7	96	9	38	49	172.13.183.2	172.13.185.10	172.13.185.2	172.13.185.10	172.13.183.2	172.13.183.39	172.13.184.2	172.13.184.50
region-3	branch9	-5.0147705	-115.753	-7	101	9	41	51	172.13.186.2	172.13.188.10	172.13.188.2	172.13.188.10	172.13.186.2	172.13.186.42	172.13.187.2	172.13.187.52
region-3	branch10	-1.6913824	-106.356415	-7	96	9	38	49	172.13.189.2	172.13.191.10	172.13.191.2	172.13.191.10	172.13.189.2	172.13.189.39	172.13.190.2	172.13.190.50
region-3	branch11	-10.013837	-107.4571	-7	99	10	41	48	172.13.192.2	172.13.194.11	172.13.194.2	172.13.194.11	172.13.192.2	172.13.192.42	172.13.193.2	172.13.193.49
region-3	branch12	0.3615271	-107.839424	-7	99	10	41	48	172.13.195.2	172.13.197.11	172.13.197.2	172.13.197.11	172.13.195.2	172.13.195.42	172.13.196.2	172.13.196.49
region-3	branch13	-9.714266	-115.52745	-7	100	10	39	51	172.13.198.2	172.13.200.11	172.13.200.2	172.13.200.11	172.13.198.2	172.13.198.40	172.13.199.2	172.13.199.52
region-3	branch14	-5.1076164	-104.11753	-6	99	10	39	50	172.13.201.2	172.13.203.11	172.13.203.2	172.13.203.11	172.13.201.2	172.13.201.40	172.13.202.2	172.13.202.51
region-3	branch15	-6.473133	-109.36998	-7	101	10	40	51	172.13.204.2	172.13.206.11	172.13.206.2	172.13.206.11	172.13.204.2	172.13.204.41	172.13.205.2	172.13.205.52
region-3	branch16	-5.8243823	-102.58794	-6	100	9	40	51	172.13.207.2	172.13.209.10	172.13.209.2	172.13.209.10	172.13.207.2	172.13.207.41	172.13.208.2	172.13.208.52
region-3	branch17	-9.717207	-104.84565	-6	96	10	38	48	172.13.210.2	172.13.212.11	172.13.212.2	172.13.212.11	172.13.210.2	172.13.210.39	172.13.211.2	172.13.211.49
region-3	branch18	-3.7602088	-106.616196	-7	97	9	39	49	172.13.213.2	172.13.215.10	172.13.215.2	172.13.215.10	172.13.213.2	172.13.213.40	172.13.214.2	172.13.214.50
region-3	branch19	-5.6759415	-115.00997	-7	99	10	39	50	172.13.216.2	172.13.218.11	172.13.218.2	172.13.218.11	172.13.216.2	172.13.216.40	172.13.217.2	172.13.217.51
region-3	branch20	-10.988306	-108.922775	-7	97	9	38	50	172.13.219.2	172.13.221.10	172.13.221.2	172.13.221.10	172.13.219.2	172.13.219.39	172.13.220.2	172.13.220.51
region-3	branch21	-3.9274385	-107.68882	-7	97	9	39	49	172.13.222.2	172.13.224.10	172.13.224.2	172.13.224.10	172.13.222.2	172.13.222.40	172.13.223.2	172.13.223.50
region-3	branch22	-2.6987965	-114.1541	-7	102	10	41	51	172.13.225.2	172.13.227.11	172.13.227.2	172.13.227.11	172.13.225.2	172.13.225.42	172.13.226.2	172.13.226.52
region-3	branch23	-11.220756	-105.7748	-7	101	9	41	51	172.13.228.2	172.13.230.10	172.13.230.2	172.13.230.10	172.13.228.2	172.13.228.42	172.13.229.2	172.13.229.52
region-3	branch24	-12.246329	-113.78112	-7	100	10	39	51	172.13.231.2	172.13.233.11	172.13.233.2	172.13.233.11	172.13.231.2	172.13.231.40	172.13.232.2	172.13.232.52
region-3	branch25	-8.7246475	-112.53674	-7	98	9	40	49	172.13.234.2	172.13.236.10	172.13.236.2	172.13.236.10	172.13.234.2	172.13.234.41	172.13.235.2	172.13.235.50
region-3	branch26	-2.2212458	-110.90802	-7	99	10	40	49	172.13.237.2	172.13.239.11	172.13.239.2	172.13.239.11	172.13.237.2	172.13.237.41	172.13.238.2	172.13.238.50
region-3	branch27	-5.2951064	-105.205574	-7	100	9	40	51	172.13.240.2	172.13.242.10	172.13.242.2	172.13.242.10	172.13.240.2	172.13.240.41	172.13.241.2	172.13.241.52
region-3	branch28	-5.8648005	-102.575554	-6	98	9	40	49	172.13.243.2	172.13.245.10	172.13.245.2	172.13.245.10	172.13.243.2	172.13.243.41	172.13.244.2	172.13.244.50
region-3	branch29	-7.4353857	-109.63299	-7	97	9	38	50	172.13.246.2	172.13.248.10	172.13.248.2	172.13.248.10	172.13.246.2	172.13.246.39	172.13.247.2	172.13.247.51
region-3	branch30	-9.117955	-114.70805	-7	99	9	39	51	172.13.249.2	172.13.251.10	172.13.251.2	172.13.251.10	172.13.249.2	172.13.249.40	172.13.250.2	172.13.250.52
region-3	branch31	-7.0112467	-102.91514	-6	97	9	39	49	172.13.252.2	172.13.254.10	172.13.254.2	172.13.254.10	172.13.252.2	172.13.252.40	172.13.253.2	172.13.253.50
region-3	branch32	-6.9817343	-109.980064	-7	96	9	38	49	172.14.1.2	172.14.3.10	172.14.3.2	172.14.3.10	172.14.1.2	172.14.1.39	172.14.2.2	172.14.2.50
region-3	branch33	-6.162599	-113.53155	-7	98	9	41	48	172.14.4.2	172.14.6.10	172.14.6.2	172.14.6.10	172.14.4.2	172.14.4.42	172.14.5.2	172.14.5.49
region-3	branch34	-3.330089	-111.56788	-7	102	10	41	51	172.14.7.2	172.14.9.11	172.14.9.2	172.14.9.11	172.14.7.2	172.14.7.42	172.14.8.2	172.14.8.52
region-3	branch35	1.6740695	-103.77052	-6	96	9	39	48	172.14.10.2	172.14.12.10	172.14.12.2	172.14.12.10	172.14.10.2	172.14.10.40	172.14.11.2	172.14.11.49
region-3	branch36	-5.0130553	-106.003456	-7	99	10	39	50	172.14.13.2	172.14.15.11	172.14.15.2	172.14.15.11	172.14.13.2	172.14.13.40	172.14.14.2	172.14.14.51
region-3	branch37	-5.705443	-106.99511	-7	98	9	38	51	172.14.16.2	172.14.18.10	172.14.18.2	172.14.18.10	172.14.16.2	172.14.16.39	172.14.17.2	172.14.17.52
region-3	branch38	-12.019942	-104.16245	-6	98	10	39	49	172.14.19.2	172.14.21.11	172.14.21.2	172.14.21.11	172.14.19.2	172.14.19.40	172.14.20.2	172.14.20.50
region-3	branch39	-4.9466553	-110.649704	-7	99	9	41	49	172.14.22.2	172.14.24.10	172.14.24.2	172.14.24.10	172.14.22.2	172.14.22.42	172.14.23.2	172.14.23.50
region-3	branch40	-5.7549715	-112.795135	-7	99	10	41	48	172.14.25.2	172.14.27.11	172.14.27.2	172.14.27.11	172.14.25.2	172.14.25.42	172.14.26.2	172.14.26.49
region-3	branch41	1.0991013	-104.81539	-6	100	10	41	49	172.14.28.2	172.14.30.11	172.14.30.2	172.14.30.11	172.14.28.2	172.14.28.42	172.14.29.2	172.14.29.50
region-3	branch42	-8.075379	-107.94838	-7	97	9	39	49	172.14.31.2	172.14.33.10	172.14.33.2	172.14.33.10	172.14.31.2	172.14.31.40	172.14.32.2	172.14.32.50
region-3	branch43	-8.672301	-111.59299	-7	100	9	41	50	172.14.34.2	172.14.36.10	172.14.36.2	172.14.36.10	172.14.34.2	172.14.34.42	172.14.35.2	172.14.35.51
region-3	branch44	-2.3199306	-104.12889	-6	99	9	41	49	172.14.37.2	172.14.39.10	172.14.39.2	172.14.39.10	172.14.37.2	172.14.37.42	172.14.38.2	172.14.38.50
region-3	branch45	-2.5236697	-112.62572	-7	98	9	41	48	172.14.40.2	172.14.42.10	172.14.42.2	172.14.42.10	172.14.40.2	172.14.40.42	172.14.41.2	172.14.41.49
region-3	branch46	-1.2109253	-107.12232	-7	101	10	41	50	172.14.43.2	172.14.45.11	172.14.45.2	172.14.45.11	172.14.43.2	172.14.43.42	172.14.44.2	172.14.44.51
region-3	branch47	-0.74557513	-110.66943	-7	100	9	40	51	172.14.46.2	172.14.48.10	172.14.48.2	172.14.48.10	172.14.46.2	172.14.46.41	172.14.47.2	172.14.47.52
region-3	branch48	-1.1911254	-104.00975	-6	100	9	41	50	172.14.49.2	172.14.51.10	172.14.51.2	172.14.51.10	172.14.49.2	172.14.49.42	172.14.50.2	172.14.50.51
region-3	branch49	-2.1228657	-102.276276	-6	101	10	41	50	172.14.52.2	172.14.54.11	172.14.54.2	172.14.54.11	172.14.52.2	172.14.52.42	172.14.53.2	172.14.53.51
region-3	branch50	-13.652105	-105.112686	-7	97	10	39	48	172.14.55.2	172.14.57.11	172.14.57.2	172.14.57.11	172.14.55.2	172.14.55.40	172.14.56.2	172.14.56.49
region-3	branch51	-5.2495813	-112.37849	-7	100	10	39	51	172.14.58.2	172.14.60.11	172.14.60.2	172.14.60.11	172.14.58.2	172.14.58.40	172.14.59.2	172.14.59.52
region-3	branch52	-2.2318816	-113.349365	-7	97	10	39	48	172.14.61.2	172.14.63.11	172.14.63.2	172.14.63.11	172.14.61.2	172.14.61.40	172.14.62.2	172.14.62.49
region-3	branch53	-1.7579513	-107.84226	-7	96	9	38	49	172.14.64.2	172.14.66.10	172.14.66.2	172.14.66.10	172.14.64.2	172.14.64.39	172.14.65.2	172.14.65.50
region-3	branch54	-13.816972	-106.799995	-7	96	9	38	49	172.14.67.2	172.14.69.10	172.14.69.2	172.14.69.10	172.14.67.2	172.14.67.39	172.14.68.2	172.14.68.50
region-3	branch55	-7.6975155	-105.90722	-7	97	9	38	50	172.14.70.2	172.14.72.10	172.14.72.2	172.14.72.10	172.14.70.2	172.14.70.39	172.14.71.2	172.14.71.51
region-3	branch56	-2.765782	-106.15515	-7	101	9	41	51	172.14.73.2	172.14.75.10	172.14.75.2	172.14.75.10	172.14.73.2	172.14.73.42	172.14.74.2	172.14.74.52
region-3	branch57	-1.4679742	-108.8353	-7	101	10	41	50	172.14.76.2	172.14.78.11	172.14.78.2	172.14.78.11	172.14.76.2	172.14.76.42	172.14.77.2	172.14.77.51
region-3	branch58	-3.5536542	-104.16121	-6	102	10	41	51	172.14.79.2	172.14.81.11	172.14.81.2	172.14.81.11	172.14.79.2	172.14.79.42	172.14.80.2	172.14.80.52
region-3	branch59	-7.3637285	-106.06352	-7	98	10	40	48	172.14.82.2	172.14.84.11	172.14.84.2	172.14.84.11	172.14.82.2	172.14.82.41	172.14.83.2	172.14.83.49
region-3	branch60	-12.223518	-109.17861	-7	97	10	38	49	172.14.85.2	172.14.87.11	172.14.87.2	172.14.87.11	172.14.85.2	172.14.85.39	172.14.86.2	172.14.86.50
region-3	branch61	-7.0833592	-105.68842	-7	98	10	39	49	172.14.88.2	172.14.90.11	172.14.90.2	172.14.90.11	172.14.88.2	172.14.88.40	172.14.89.2	172.14.89.50
region-3	branch62	-3.9354005	-105.53325	-7	98	9	38	51	172.14.91.2	172.14.93.10	172.14.93.2	172.14.93.10	172.14.91.2	172.14.91.39	172.14.92.2	172.14.92.52
region-3	branch63	-9.885972	-108.20544	-7	98	9	38	51	172.14.94.2	172.14.96.10	172.14.96.2	172.14.96.10	172.14.94.2	172.14.94.39	172.14.95.2	172.14.95.52
region-3	branch64	-11.855408	-109.46798	-7	95	9	38	48	172.14.97.2	172.14.99.10	172.14.99.2	172.14.99.10	172.14.97.2	172.14.97.39	172.14.98.2	172.14.98.49
region-3	branch65	1.6758224	-103.084915	-6	100	10	39	51	172.14.100.2	172.14.102.11	172.14.102.2	172.14.102.11	172.14.100.2	172.14.100.40	172.14.101.2	172.14.101.52
region-3	branch66	0.517328	-105.19117	-7	99	9	40	50	172.14.103.2	172.14.105.10	172.14.105.2	172.14.105.10	172.14.103.2	172.14.103.41	172.14.104.2	172.14.104.51
region-3	branch67	-10.949725	-104.98707	-6	96	9	38	49	172.14.106.2	172.14.108.10	172.14.108.2	172.14.108.10	172.14.106.2	172.14.106.39	172.14.107.2	172.14.107.50
region-3	branch68	1.9315903	-104.770645	-6	99	9	39	51	172.14.109.2	172.14.111.10	172.14.111.2	172.14.111.10	172.14.109.2	172.14.109.40	172.14.110.2	172.14.110.52
region-3	branch69	0.2639357	-105.20132	-7	100	10	41	49	172.14.112.2	172.14.114.11	172.14.114.2	172.14.114.11	172.14.112.2	172.14.112.42	172.14.113.2	172.14.113.50
region-3	branch70	-9.758062	-110.436195	-7	98	9	39	50	172.14.115.2	172.14.117.10	172.14.117.2	172.14.117.10	172.14.115.2	172.14.115.40	172.14.116.2	172.14.116.51
region-3	branch71	-2.6959136	-113.24132	-7	100	10	41	49	172.14.118.2	172.14.120.11	172.14.120.2	172.14.120.11	172.14.118.2	172.14.118.42	172.14.119.2	172.14.119.50
region-3	branch72	-3.3090892	-104.23065	-6	98	10	38	50	172.14.121.2	172.14.123.11	172.14.123.2	172.14.123.11	172.14.121.2	172.14.121.39	172.14.122.2	172.14.122.51
region-3	branch73	-13.50417	-111.43498	-7	96	9	38	49	172.14.124.2	172.14.126.10	172.14.126.2	172.14.126.10	172.14.124.2	172.14.124.39	172.14.125.2	172.14.125.50
region-3	branch74	-4.985683	-115.88893	-7	97	9	38	50	172.14.127.2	172.14.129.10	172.14.129.2	172.14.129.10	172.14.127.2	172.14.127.39	172.14.128.2	172.14.128.51
region-3	branch75	1.7206374	-113.81977	-7	98	9	39	50	172.14.130.2	172.14.132.10	172.14.132.2	172.14.132.10	172.14.130.2	172.14.130.40	172.14.131.2	172.14.131.51
region-3	branch76	-1.9891772	-107.32649	-7	99	9	39	51	172.14.133.2	172.14.135.10	172.14.135.2	172.14.135.10	172.14.133.2	172.14.133.40	172.14.134.2	172.14.134.52
region-3	branch77	-13.724415	-111.68639	-7	97	9	40	48	172.14.136.2	172.14.138.10	172.14.138.2	172.14.138.10	172.14.136.2	172.14.136.41	172.14.137.2	172.14.137.49
region-3	branch78	-1.0151708	-107.183105	-7	100	10	40	50	172.14.139.2	172.14.141.11	172.14.141.2	172.14.141.11	172.14.139.2	172.14.139.41	172.14.140.2	172.14.140.51
region-3	branch79	-1.7851818	-111.71009	-7	101	10	40	51	172.14.142.2	172.14.144.11	172.14.144.2	172.14.144.11	172.14.142.2	172.14.142.41	172.14.143.2	172.14.143.52
region-3	branch80	-2.3260903	-113.494606	-7	101	10	41	50	172.14.145.2	172.14.147.11	172.14.147.2	172.14.147.11	172.14.145.2	172.14.145.42	172.14.146.2	172.14.146.51
region-3	branch81	-8.873734	-104.76663	-6	100	9	40	51	172.14.148.2	172.14.150.10	172.14.150.2	172.14.150.10	172.14.148.2	172.14.148.41	172.14.149.2	172.14.149.52
region-3	branch82	-11.257412	-102.75514	-6	96	9	38	49	172.14.151.2	172.14.153.10	172.14.153.2	172.14.153.10	172.14.151.2	172.14.151.39	172.14.152.2	172.14.152.50
region-3	branch83	-7.6129074	-114.25108	-7	97	10	39	48	172.14.154.2	172.14.156.11	172.14.156.2	172.14.156.11	172.14.154.2	172.14.154.40	172.14.155.2	172.14.155.49
region-3	branch84	-0.17091104	-113.38386	-7	98	9	39	50	172.14.157.2	172.14.159.10	172.14.159.2	172.14.159.10	172.14.157.2	172.14.157.40	172.14.158.2	172.14.158.51
region-3	branch85	-13.694797	-104.00026	-6	100	9	41	50	172.14.160.2	172.14.162.10	172.14.162.2	172.14.162.10	172.14.160.2	172.14.160.42	172.14.161.2	172.14.161.51
region-3	branch86	-7.668322	-112.9249	-7	101	10	41	50	172.14.163.2	172.14.165.11	172.14.165.2	172.14.165.11	172.14.163.2	172.14.163.42	172.14.164.2	172.14.164.51
region-3	branch87	-11.812327	-115.76599	-7	100	10	40	50	172.14.166.2	172.14.168.11	172.14.168.2	172.14.168.11	172.14.166.2	172.14.166.41	172.14.167.2	172.14.167.51
region-3	branch88	-7.99011	-107.18629	-7	98	10	40	48	172.14.169.2	172.14.171.11	172.14.171.2	172.14.171.11	172.14.169.2	172.14.169.41	172.14.170.2	172.14.170.49
region-3	branch89	-6.872559	-104.59396	-6	99	10	40	49	172.14.172.2	172.14.174.11	172.14.174.2	172.14.174.11	172.14.172.2	172.14.172.41	172.14.173.2	172.14.173.50
region-3	branch90	-6.8043227	-115.962746	-7	98	10	40	48	172.14.175.2	172.14.177.11	172.14.177.2	172.14.177.11	172.14.175.2	172.14.175.41	172.14.176.2	172.14.176.49
region-3	branch91	0.6110143	-103.43409	-6	95	9	38	48	172.14.178.2	172.14.180.10	172.14.180.2	172.14.180.10	172.14.178.2	172.14.178.39	172.14.179.2	172.14.179.49
region-3	branch92	-2.4960177	-107.9895	-7	97	10	39	48	172.14.181.2	172.14.183.11	172.14.183.2	172.14.183.11	172.14.181.2	172.14.181.40	172.14.182.2	172.14.182.49
region-3	branch93	1.7798903	-109.84125	-7	100	9	41	50	172.14.184.2	172.14.186.10	172.14.186.2	172.14.186.10	172.14.184.2	172.14.184.42	172.14.185.2	172.14.185.51
region-3	branch94	-9.837427	-105.33858	-7	100	10	40	50	172.14.187.2	172.14.189.11	172.14.189.2	172.14.189.11	172.14.187.2	172.14.187.41	172.14.188.2	172.14.188.51
region-3	branch95	-11.112058	-109.72104	-7	99	9	41	49	172.14.190.2	172.14.192.10	172.14.192.2	172.14.192.10	172.14.190.2	172.14.190.42	172.14.191.2	172.14.191.50
region-3	branch96	-12.081244	-112.59597	-7	98	9	41	48	172.14.193.2	172.14.195.10	172.14.195.2	172.14.195.10	172.14.193.2	172.14.193.42	172.14.194.2	172.14.194.49
region-3	branch97	0.26356253	-113.73351	-7	100	10	40	50	172.14.196.2	172.14.198.11	172.14.198.2	172.14.198.11	172.14.196.2	172.14.196.41	172.14.197.2	172.14.197.51
region-3	branch98	-0.9107681	-104.847725	-6	99	9	39	51	172.14.199.2	172.14.201.10	172.14.201.2	172.14.201.10	172.14.199.2	172.14.199.40	172.14.200.2	172.14.200.52
region-3	branch99	-5.1113896	-109.188255	-7	100	9	41	50	172.14.202.2	172.14.204.10	172.14.204.2	172.14.204.10	172.14.202.2	172.14.202.42	172.14.203.2	172.14.203.51
region-3	branch100	-3.9447556	-102.75453	-6	100	10	41	49	172.14.205.2	172.14.207.11	172.14.207.2	172.14.207.11	172.14.205.2	172.14.205.42	172.14.206.2	172.14.206.50
region-3	branch101	-1.1412269	-102.047806	-6	95	9	38	48	172.14.208.2	172.14.210.10	172.14.210.2	172.14.210.10	172.14.208.2	172.14.208.39	172.14.209.2	172.14.209.49
region-3	branch102	-12.016907	-114.809395	-7	99	10	40	49	172.14.211.2	172.14.213.11	172.14.213.2	172.14.213.11	172.14.211.2	172.14.211.41	172.14.212.2	172.14.212.50
region-3	branch103	-8.284433	-114.00164	-7	98	10	39	49	172.14.214.2	172.14.216.11	172.14.216.2	172.14.216.11	172.14.214.2	172.14.214.40	172.14.215.2	172.14.215.50
region-3	branch104	-8.294825	-108.24945	-7	95	9	38	48	172.14.217.2	172.14.219.10	172.14.219.2	172.14.219.10	172.14.217.2	172.14.217.39	172.14.218.2	172.14.218.49
region-3	branch105	-8.796259	-102.48158	-6	99	10	38	51	172.14.220.2	172.14.222.11	172.14.222.2	172.14.222.11	172.14.220.2	172.14.220.39	172.14.221.2	172.14.221.52
region-3	branch106	-3.309767	-103.032715	-6	98	10	38	50	172.14.223.2	172.14.225.11	172.14.225.2	172.14.225.11	172.14.223.2	172.14.223.39	172.14.224.2	172.14.224.51
region-3	branch107	-9.682	-104.959915	-6	99	9	41	49	172.14.226.2	172.14.228.10	172.14.228.2	172.14.228.10	172.14.226.2	172.14.226.42	172.14.227.2	172.14.227.50
region-3	branch108	-2.445071	-107.79239	-7	100	9	41	50	172.14.229.2	172.14.231.10	172.14.231.2	172.14.231.10	172.14.229.2	172.14.229.42	172.14.230.2	172.14.230.51
region-3	branch109	0.95934284	-114.90475	-7	100	9	40	51	172.14.232.2	172.14.234.10	172.14.234.2	172.14.234.10	172.14.232.2	172.14.232.41	172.14.233.2	172.14.233.52
region-3	branch110	-6.671704	-108.74586	-7	99	10	38	51	172.14.235.2	172.14.237.11	172.14.237.2	172.14.237.11	172.14.235.2	172.14.235.39	172.14.236.2	172.14.236.52
region-3	branch111	-2.8063068	-103.363	-6	98	10	40	48	172.14.238.2	172.14.240.11	172.14.240.2	172.14.240.11	172.14.238.2	172.14.238.41	172.14.239.2	172.14.239.49
region-3	branch112	-1.1387942	-114.162445	-7	96	9	38	49	172.14.241.2	172.14.243.10	172.14.243.2	172.14.243.10	172.14.241.2	172.14.241.39	172.14.242.2	172.14.242.50
region-3	branch113	1.7674034	-113.29936	-7	98	9	39	50	172.14.244.2	172.14.246.10	172.14.246.2	172.14.246.10	172.14.244.2	172.14.244.40	172.14.245.2	172.14.245.51
region-3	branch114	-1.5346177	-104.18342	-6	98	9	41	48	172.14.247.2	172.14.249.10	172.14.249.2	172.14.249.10	172.14.247.2	172.14.247.42	172.14.248.2	172.14.248.49
region-3	branch115	-4.408204	-111.54058	-7	101	10	40	51	172.14.250.2	172.14.252.11	172.14.252.2	172.14.252.11	172.14.250.2	172.14.250.41	172.14.251.2	172.14.251.52
region-3	branch116	-11.811223	-114.53976	-7	100	10	41	49	172.14.253.2	172.15.1.11	172.15.1.2	172.15.1.11	172.14.253.2	172.14.253.42	172.14.254.2	172.14.254.50
region-3	branch117	-4.2109556	-111.457245	-7	99	9	41	49	172.15.2.2	172.15.4.10	172.15.4.2	172.15.4.10	172.15.2.2	172.15.2.42	172.15.3.2	172.15.3.50
region-3	branch118	-10.853412	-109.027534	-7	96	9	39	48	172.15.5.2	172.15.7.10	172.15.7.2	172.15.7.10	172.15.5.2	172.15.5.40	172.15.6.2	172.15.6.49
region-3	branch119	-1.3803736	-108.36136	-7	98	10	38	50	172.15.8.2	172.15.10.11	172.15.10.2	172.15.10.11	172.15.8.2	172.15.8.39	172.15.9.2	172.15.9.51
region-3	branch120	-4.886735	-107.47788	-7	96	9	39	48	172.15.11.2	172.15.13.10	172.15.13.2	172.15.13.10	172.15.11.2	172.15.11.40	172.15.12.2	172.15.12.49
region-3	branch121	-1.5838797	-113.005844	-7	97	10	38	49	172.15.14.2	172.15.16.11	172.15.16.2	172.15.16.11	172.15.14.2	172.15.14.39	172.15.15.2	172.15.15.50
region-3	branch122	-6.459514	-111.39782	-7	101	10	40	51	172.15.17.2	172.15.19.11	172.15.19.2	172.15.19.11	172.15.17.2	172.15.17.41	172.15.18.2	172.15.18.52
region-3	branch123	-12.6894655	-114.543106	-7	96	9	38	49	172.15.20.2	172.15.22.10	172.15.22.2	172.15.22.10	172.15.20.2	172.15.20.39	172.15.21.2	172.15.21.50
region-3	branch124	-13.743144	-110.46023	-7	100	10	40	50	172.15.23.2	172.15.25.11	172.15.25.2	172.15.25.11	172.15.23.2	172.15.23.41	172.15.24.2	172.15.24.51
region-3	branch125	-0.25828454	-112.83267	-7	101	10	41	50	172.15.26.2	172.15.28.11	172.15.28.2	172.15.28.11	172.15.26.2	172.15.26.42	172.15.27.2	172.15.27.51
region-3	branch126	-7.266864	-115.5857	-7	98	9	41	48	172.15.29.2	172.15.31.10	172.15.31.2	172.15.31.10	172.15.29.2	172.15.29.42	172.15.30.2	172.15.30.49
region-3	branch127	-2.483175	-115.08403	-7	99	10	40	49	172.15.32.2	172.15.34.11	172.15.34.2	172.15.34.11	172.15.32.2	172.15.32.41	172.15.33.2	172.15.33.50
region-3	branch128	-10.384983	-106.486	-7	100	9	41	50	172.15.35.2	172.15.37.10	172.15.37.2	172.15.37.10	172.15.35.2	172.15.35.42	172.15.36.2	172.15.36.51
